AAPL,603
MSFT,533
AMZN,279
GOOGL,185
GOOG,171
TSLA,159
BRK.B,149
UNH,122
NVDA,122
JNJ,122
META,119
XOM,116
JPM,100
V,94
PG,92
CVX,91
MA,83
HD,82
PFE,79
ABBV,69
BAC,67
LLY,65
KO,64
AVGO,62
PEP,60
MRK,59
TMO,57
VZ,57
COST,55
ADBE,53
ABT,53
CMCSA,51
DIS,51
ACN,50
CSCO,50
CRM,49
MCD,48
WMT,46
WFC,46
DHR,44
INTC,44
BMY,44
LIN,44
AMD,43
COP,43
PM,42
QCOM,41
NKE,41
SSIXX,40
TXN,40
NEE,40
RTX,39
T,39
AMGN,37
UNP,37
HON,35
LOW,34
MDT,34
UPS,34
IBM,33
AMT,32
CVS,32
CAT,32
ANTM,32
MS,31
ORCL,31
INTU,31
SPGI,31
GS,28
LMT,28
AMAT,27
NOW,27
AXP,27
PYPL,27
DE,26
SCHW,26
C,26
CB,25
BKNG,25
ADP,25
PLD,24
CI,24
MO,24
BLK,24
SBUX,24
NFLX,23
ADI,23
MDLZ,23
DUK,22
GE,22
MMM,22
EOG,22
CCI,21
ZTS,21
TMUS,21
SO,21
MMC,21
MU,20
TGT,20
GILD,20
ISRG,20
BA,20
VRTX,19
CME,19
MPC,19
CSX,19
PNC,19
LRCX,19
TJX,19
SYK,19
BDX,19
USB,19
SLB,18
PGR,18
NOC,18
PXD,18
SHW,17
TFC,17
CL,17
D,17
FIS,17
REGN,17
FCX,16
CHTR,16
ATVI,16
NSC,16
EL,16
AON,16
FISV,16
EW,16
OXY,16
ITW,16
WM,16
EQIX,16
APD,15
KLAC,15
VLO,15
ICE,15
HUM,15
ETN,15
BSX,15
DG,14
NEM,14
EMR,14
COF,14
GD,14
FDX,14
GM,14
PSX,14
MRNA,14
F,14
PSA,13
DOW,13
SNPS,13
AEP,13
NXPI,13
LHX,13
CNC,13
ADM,13
HCA,13
MET,13
MCK,13
AIG,13
SRE,13
KMB,12
ROP,12
TRV,12
DVN,12
ADSK,12
MAR,12
MCO,12
HPQ,12
CTVA,12
EXC,12
WMB,12
CDNS,12
FTNT,11
ECL,11
AZO,11
ORLY,11
GIS,11
STZ,11
PRU,11
TEL,11
SYY,11
EA,11
APH,11
IQV,11
O,10
WBD,10
ALL,10
BK,10
PAYX,10
A,10
HAL,10
NUE,10
ILMN,10
XEL,10
CMG,10
GPN,10
HLT,10
MSI,10
DLTR,10
CTSH,10
KR,10
DLR,10
BAX,10
MCHP,10
PH,10
DD,10
JCI,10
SBAC,10
AFL,10
KMI,10
WELL,9
TT,9
CTAS,9
PEG,9
SPG,9
MSCI,9
MNST,9
IFF,9
DFS,9
HES,9
TDG,9
CARR,9
YUM,9
ED,9
DXCM,8
CMI,8
ALB,8
